sample_id,audio_path,stress_label,stress_level,speaker_id,split,language,assignment_id,recording_device,environment,transcript,notes
03a05Tc,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/03a05Tc.wav,moderate,1,speaker_03,train,de,emodb_a05,studio,controlled,Das schwarze Blatt Papier befindet sich da oben neben dem Holzstueck.,emodb_emotion=sadness; variation=c
03a05Wa,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/03a05Wa.wav,severe,3,speaker_03,train,de,emodb_a05,studio,controlled,Das schwarze Blatt Papier befindet sich da oben neben dem Holzstueck.,emodb_emotion=anger; variation=a
03a05Wb,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/03a05Wb.wav,severe,3,speaker_03,train,de,emodb_a05,studio,controlled,Das schwarze Blatt Papier befindet sich da oben neben dem Holzstueck.,emodb_emotion=anger; variation=b
03a07Fa,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/03a07Fa.wav,moderate,1,speaker_03,train,de,emodb_a07,studio,controlled,In sieben Stunden wird es soweit sein.,emodb_emotion=happiness; variation=a
03a07Fb,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/03a07Fb.wav,moderate,1,speaker_03,train,de,emodb_a07,studio,controlled,In sieben Stunden wird es soweit sein.,emodb_emotion=happiness; variation=b
03a07La,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/03a07La.wav,low,0,speaker_03,train,de,emodb_a07,studio,controlled,In sieben Stunden wird es soweit sein.,emodb_emotion=boredom; variation=a
03a07Nc,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/03a07Nc.wav,low,0,speaker_03,train,de,emodb_a07,studio,controlled,In sieben Stunden wird es soweit sein.,emodb_emotion=neutral; variation=c
03a07Wc,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/03a07Wc.wav,severe,3,speaker_03,train,de,emodb_a07,studio,controlled,In sieben Stunden wird es soweit sein.,emodb_emotion=anger; variation=c
03b01Fa,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/03b01Fa.wav,moderate,1,speaker_03,train,de,emodb_b01,studio,controlled,"Was sind denn das fuer Tueten, die da unter dem Tisch stehen.",emodb_emotion=happiness; variation=a
03b01Lb,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/03b01Lb.wav,low,0,speaker_03,train,de,emodb_b01,studio,controlled,"Was sind denn das fuer Tueten, die da unter dem Tisch stehen.",emodb_emotion=boredom; variation=b
03b01Nb,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/03b01Nb.wav,low,0,speaker_03,train,de,emodb_b01,studio,controlled,"Was sind denn das fuer Tueten, die da unter dem Tisch stehen.",emodb_emotion=neutral; variation=b
03b01Td,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/03b01Td.wav,moderate,1,speaker_03,train,de,emodb_b01,studio,controlled,"Was sind denn das fuer Tueten, die da unter dem Tisch stehen.",emodb_emotion=sadness; variation=d
03b01Wa,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/03b01Wa.wav,severe,3,speaker_03,train,de,emodb_b01,studio,controlled,"Was sind denn das fuer Tueten, die da unter dem Tisch stehen.",emodb_emotion=anger; variation=a
03b01Wc,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/03b01Wc.wav,severe,3,speaker_03,train,de,emodb_b01,studio,controlled,"Was sind denn das fuer Tueten, die da unter dem Tisch stehen.",emodb_emotion=anger; variation=c
03b02Aa,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/03b02Aa.wav,high,2,speaker_03,train,de,emodb_b02,studio,controlled,Sie haben es gerade hochgetragen und jetzt gehen sie wieder runter.,emodb_emotion=fear; variation=a
03b02La,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/03b02La.wav,low,0,speaker_03,train,de,emodb_b02,studio,controlled,Sie haben es gerade hochgetragen und jetzt gehen sie wieder runter.,emodb_emotion=boredom; variation=a
03b02Na,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/03b02Na.wav,low,0,speaker_03,train,de,emodb_b02,studio,controlled,Sie haben es gerade hochgetragen und jetzt gehen sie wieder runter.,emodb_emotion=neutral; variation=a
03b02Tb,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/03b02Tb.wav,moderate,1,speaker_03,train,de,emodb_b02,studio,controlled,Sie haben es gerade hochgetragen und jetzt gehen sie wieder runter.,emodb_emotion=sadness; variation=b
03b02Wb,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/03b02Wb.wav,severe,3,speaker_03,train,de,emodb_b02,studio,controlled,Sie haben es gerade hochgetragen und jetzt gehen sie wieder runter.,emodb_emotion=anger; variation=b
03b03Nb,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/03b03Nb.wav,low,0,speaker_03,train,de,emodb_b03,studio,controlled,An den Wochenenden bin ich jetzt immer nach Hause gefahren und habe Agnes besucht.,emodb_emotion=neutral; variation=b
03b03Tc,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/03b03Tc.wav,moderate,1,speaker_03,train,de,emodb_b03,studio,controlled,An den Wochenenden bin ich jetzt immer nach Hause gefahren und habe Agnes besucht.,emodb_emotion=sadness; variation=c
03b03Wc,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/03b03Wc.wav,severe,3,speaker_03,train,de,emodb_b03,studio,controlled,An den Wochenenden bin ich jetzt immer nach Hause gefahren und habe Agnes besucht.,emodb_emotion=anger; variation=c
03b09La,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/03b09La.wav,low,0,speaker_03,train,de,emodb_b09,studio,controlled,Ich will das eben wegbringen und dann mit Karl was trinken gehen.,emodb_emotion=boredom; variation=a
03b09Nc,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/03b09Nc.wav,low,0,speaker_03,train,de,emodb_b09,studio,controlled,Ich will das eben wegbringen und dann mit Karl was trinken gehen.,emodb_emotion=neutral; variation=c
03b09Tc,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/03b09Tc.wav,moderate,1,speaker_03,train,de,emodb_b09,studio,controlled,Ich will das eben wegbringen und dann mit Karl was trinken gehen.,emodb_emotion=sadness; variation=c
03b09Wa,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/03b09Wa.wav,severe,3,speaker_03,train,de,emodb_b09,studio,controlled,Ich will das eben wegbringen und dann mit Karl was trinken gehen.,emodb_emotion=anger; variation=a
03b10Ab,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/03b10Ab.wav,high,2,speaker_03,train,de,emodb_b10,studio,controlled,"Die wird auf dem Platz sein, wo wir sie immer hinlegen.",emodb_emotion=fear; variation=b
03b10Ec,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/03b10Ec.wav,high,2,speaker_03,train,de,emodb_b10,studio,controlled,"Die wird auf dem Platz sein, wo wir sie immer hinlegen.",emodb_emotion=disgust; variation=c
03b10Na,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/03b10Na.wav,low,0,speaker_03,train,de,emodb_b10,studio,controlled,"Die wird auf dem Platz sein, wo wir sie immer hinlegen.",emodb_emotion=neutral; variation=a
03b10Nc,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/03b10Nc.wav,low,0,speaker_03,train,de,emodb_b10,studio,controlled,"Die wird auf dem Platz sein, wo wir sie immer hinlegen.",emodb_emotion=neutral; variation=c
03b10Wb,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/03b10Wb.wav,severe,3,speaker_03,train,de,emodb_b10,studio,controlled,"Die wird auf dem Platz sein, wo wir sie immer hinlegen.",emodb_emotion=anger; variation=b
03b10Wc,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/03b10Wc.wav,severe,3,speaker_03,train,de,emodb_b10,studio,controlled,"Die wird auf dem Platz sein, wo wir sie immer hinlegen.",emodb_emotion=anger; variation=c
08a01Ab,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/08a01Ab.wav,high,2,speaker_08,train,de,emodb_a01,studio,controlled,Der Lappen liegt auf dem Eisschrank.,emodb_emotion=fear; variation=b
08a01Fd,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/08a01Fd.wav,moderate,1,speaker_08,train,de,emodb_a01,studio,controlled,Der Lappen liegt auf dem Eisschrank.,emodb_emotion=happiness; variation=d
08a01Lc,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/08a01Lc.wav,low,0,speaker_08,train,de,emodb_a01,studio,controlled,Der Lappen liegt auf dem Eisschrank.,emodb_emotion=boredom; variation=c
08a01Na,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/08a01Na.wav,low,0,speaker_08,train,de,emodb_a01,studio,controlled,Der Lappen liegt auf dem Eisschrank.,emodb_emotion=neutral; variation=a
08a01Wa,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/08a01Wa.wav,severe,3,speaker_08,train,de,emodb_a01,studio,controlled,Der Lappen liegt auf dem Eisschrank.,emodb_emotion=anger; variation=a
08a01Wc,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/08a01Wc.wav,severe,3,speaker_08,train,de,emodb_a01,studio,controlled,Der Lappen liegt auf dem Eisschrank.,emodb_emotion=anger; variation=c
08a02Ab,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/08a02Ab.wav,high,2,speaker_08,train,de,emodb_a02,studio,controlled,Das will sie am Mittwoch abgeben.,emodb_emotion=fear; variation=b
08a02Ac,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/08a02Ac.wav,high,2,speaker_08,train,de,emodb_a02,studio,controlled,Das will sie am Mittwoch abgeben.,emodb_emotion=fear; variation=c
08a02Fe,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/08a02Fe.wav,moderate,1,speaker_08,train,de,emodb_a02,studio,controlled,Das will sie am Mittwoch abgeben.,emodb_emotion=happiness; variation=e
08a02La,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/08a02La.wav,low,0,speaker_08,train,de,emodb_a02,studio,controlled,Das will sie am Mittwoch abgeben.,emodb_emotion=boredom; variation=a
08a02Na,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/08a02Na.wav,low,0,speaker_08,train,de,emodb_a02,studio,controlled,Das will sie am Mittwoch abgeben.,emodb_emotion=neutral; variation=a
08a02Tb,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/08a02Tb.wav,moderate,1,speaker_08,train,de,emodb_a02,studio,controlled,Das will sie am Mittwoch abgeben.,emodb_emotion=sadness; variation=b
08a02Wc,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/08a02Wc.wav,severe,3,speaker_08,train,de,emodb_a02,studio,controlled,Das will sie am Mittwoch abgeben.,emodb_emotion=anger; variation=c
08a04Ff,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/08a04Ff.wav,moderate,1,speaker_08,train,de,emodb_a04,studio,controlled,Heute abend koennte ich es ihm sagen.,emodb_emotion=happiness; variation=f
08a04La,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/08a04La.wav,low,0,speaker_08,train,de,emodb_a04,studio,controlled,Heute abend koennte ich es ihm sagen.,emodb_emotion=boredom; variation=a
08a04Nc,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/08a04Nc.wav,low,0,speaker_08,train,de,emodb_a04,studio,controlled,Heute abend koennte ich es ihm sagen.,emodb_emotion=neutral; variation=c
08a04Tb,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/08a04Tb.wav,moderate,1,speaker_08,train,de,emodb_a04,studio,controlled,Heute abend koennte ich es ihm sagen.,emodb_emotion=sadness; variation=b
08a04Wc,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/08a04Wc.wav,severe,3,speaker_08,train,de,emodb_a04,studio,controlled,Heute abend koennte ich es ihm sagen.,emodb_emotion=anger; variation=c
08a05Fe,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/08a05Fe.wav,moderate,1,speaker_08,train,de,emodb_a05,studio,controlled,Das schwarze Blatt Papier befindet sich da oben neben dem Holzstueck.,emodb_emotion=happiness; variation=e
08a05Lc,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/08a05Lc.wav,low,0,speaker_08,train,de,emodb_a05,studio,controlled,Das schwarze Blatt Papier befindet sich da oben neben dem Holzstueck.,emodb_emotion=boredom; variation=c
08a05Nb,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/08a05Nb.wav,low,0,speaker_08,train,de,emodb_a05,studio,controlled,Das schwarze Blatt Papier befindet sich da oben neben dem Holzstueck.,emodb_emotion=neutral; variation=b
08a05Ta,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/08a05Ta.wav,moderate,1,speaker_08,train,de,emodb_a05,studio,controlled,Das schwarze Blatt Papier befindet sich da oben neben dem Holzstueck.,emodb_emotion=sadness; variation=a
08a05Wa,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/08a05Wa.wav,severe,3,speaker_08,train,de,emodb_a05,studio,controlled,Das schwarze Blatt Papier befindet sich da oben neben dem Holzstueck.,emodb_emotion=anger; variation=a
08a07Fd,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/08a07Fd.wav,moderate,1,speaker_08,train,de,emodb_a07,studio,controlled,In sieben Stunden wird es soweit sein.,emodb_emotion=happiness; variation=d
08a07La,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/08a07La.wav,low,0,speaker_08,train,de,emodb_a07,studio,controlled,In sieben Stunden wird es soweit sein.,emodb_emotion=boredom; variation=a
08a07Na,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/08a07Na.wav,low,0,speaker_08,train,de,emodb_a07,studio,controlled,In sieben Stunden wird es soweit sein.,emodb_emotion=neutral; variation=a
08a07Ta,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/08a07Ta.wav,moderate,1,speaker_08,train,de,emodb_a07,studio,controlled,In sieben Stunden wird es soweit sein.,emodb_emotion=sadness; variation=a
08a07Tb,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/08a07Tb.wav,moderate,1,speaker_08,train,de,emodb_a07,studio,controlled,In sieben Stunden wird es soweit sein.,emodb_emotion=sadness; variation=b
08a07Wc,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/08a07Wc.wav,severe,3,speaker_08,train,de,emodb_a07,studio,controlled,In sieben Stunden wird es soweit sein.,emodb_emotion=anger; variation=c
08b01Aa,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/08b01Aa.wav,high,2,speaker_08,train,de,emodb_b01,studio,controlled,"Was sind denn das fuer Tueten, die da unter dem Tisch stehen.",emodb_emotion=fear; variation=a
08b01Fd,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/08b01Fd.wav,moderate,1,speaker_08,train,de,emodb_b01,studio,controlled,"Was sind denn das fuer Tueten, die da unter dem Tisch stehen.",emodb_emotion=happiness; variation=d
08b01Fe,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/08b01Fe.wav,moderate,1,speaker_08,train,de,emodb_b01,studio,controlled,"Was sind denn das fuer Tueten, die da unter dem Tisch stehen.",emodb_emotion=happiness; variation=e
08b01Lb,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/08b01Lb.wav,low,0,speaker_08,train,de,emodb_b01,studio,controlled,"Was sind denn das fuer Tueten, die da unter dem Tisch stehen.",emodb_emotion=boredom; variation=b
08b01Na,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/08b01Na.wav,low,0,speaker_08,train,de,emodb_b01,studio,controlled,"Was sind denn das fuer Tueten, die da unter dem Tisch stehen.",emodb_emotion=neutral; variation=a
08b01Wa,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/08b01Wa.wav,severe,3,speaker_08,train,de,emodb_b01,studio,controlled,"Was sind denn das fuer Tueten, die da unter dem Tisch stehen.",emodb_emotion=anger; variation=a
08b02Ff,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/08b02Ff.wav,moderate,1,speaker_08,train,de,emodb_b02,studio,controlled,Sie haben es gerade hochgetragen und jetzt gehen sie wieder runter.,emodb_emotion=happiness; variation=f
08b02La,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/08b02La.wav,low,0,speaker_08,train,de,emodb_b02,studio,controlled,Sie haben es gerade hochgetragen und jetzt gehen sie wieder runter.,emodb_emotion=boredom; variation=a
08b02Nb,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/08b02Nb.wav,low,0,speaker_08,train,de,emodb_b02,studio,controlled,Sie haben es gerade hochgetragen und jetzt gehen sie wieder runter.,emodb_emotion=neutral; variation=b
08b02Tc,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/08b02Tc.wav,moderate,1,speaker_08,train,de,emodb_b02,studio,controlled,Sie haben es gerade hochgetragen und jetzt gehen sie wieder runter.,emodb_emotion=sadness; variation=c
08b02Wd,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/08b02Wd.wav,severe,3,speaker_08,train,de,emodb_b02,studio,controlled,Sie haben es gerade hochgetragen und jetzt gehen sie wieder runter.,emodb_emotion=anger; variation=d
08b03Fe,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/08b03Fe.wav,moderate,1,speaker_08,train,de,emodb_b03,studio,controlled,An den Wochenenden bin ich jetzt immer nach Hause gefahren und habe Agnes besucht.,emodb_emotion=happiness; variation=e
08b03Lc,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/08b03Lc.wav,low,0,speaker_08,train,de,emodb_b03,studio,controlled,An den Wochenenden bin ich jetzt immer nach Hause gefahren und habe Agnes besucht.,emodb_emotion=boredom; variation=c
08b03Nb,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/08b03Nb.wav,low,0,speaker_08,train,de,emodb_b03,studio,controlled,An den Wochenenden bin ich jetzt immer nach Hause gefahren und habe Agnes besucht.,emodb_emotion=neutral; variation=b
08b03Tc,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/08b03Tc.wav,moderate,1,speaker_08,train,de,emodb_b03,studio,controlled,An den Wochenenden bin ich jetzt immer nach Hause gefahren und habe Agnes besucht.,emodb_emotion=sadness; variation=c
08b03Wd,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/08b03Wd.wav,severe,3,speaker_08,train,de,emodb_b03,studio,controlled,An den Wochenenden bin ich jetzt immer nach Hause gefahren und habe Agnes besucht.,emodb_emotion=anger; variation=d
08b09Ab,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/08b09Ab.wav,high,2,speaker_08,train,de,emodb_b09,studio,controlled,Ich will das eben wegbringen und dann mit Karl was trinken gehen.,emodb_emotion=fear; variation=b
08b09Fd,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/08b09Fd.wav,moderate,1,speaker_08,train,de,emodb_b09,studio,controlled,Ich will das eben wegbringen und dann mit Karl was trinken gehen.,emodb_emotion=happiness; variation=d
08b09Lc,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/08b09Lc.wav,low,0,speaker_08,train,de,emodb_b09,studio,controlled,Ich will das eben wegbringen und dann mit Karl was trinken gehen.,emodb_emotion=boredom; variation=c
08b09Nb,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/08b09Nb.wav,low,0,speaker_08,train,de,emodb_b09,studio,controlled,Ich will das eben wegbringen und dann mit Karl was trinken gehen.,emodb_emotion=neutral; variation=b
08b09Tb,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/08b09Tb.wav,moderate,1,speaker_08,train,de,emodb_b09,studio,controlled,Ich will das eben wegbringen und dann mit Karl was trinken gehen.,emodb_emotion=sadness; variation=b
08b09Wa,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/08b09Wa.wav,severe,3,speaker_08,train,de,emodb_b09,studio,controlled,Ich will das eben wegbringen und dann mit Karl was trinken gehen.,emodb_emotion=anger; variation=a
08b09Wc,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/08b09Wc.wav,severe,3,speaker_08,train,de,emodb_b09,studio,controlled,Ich will das eben wegbringen und dann mit Karl was trinken gehen.,emodb_emotion=anger; variation=c
08b10Aa,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/08b10Aa.wav,high,2,speaker_08,train,de,emodb_b10,studio,controlled,"Die wird auf dem Platz sein, wo wir sie immer hinlegen.",emodb_emotion=fear; variation=a
08b10Fd,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/08b10Fd.wav,moderate,1,speaker_08,train,de,emodb_b10,studio,controlled,"Die wird auf dem Platz sein, wo wir sie immer hinlegen.",emodb_emotion=happiness; variation=d
08b10La,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/08b10La.wav,low,0,speaker_08,train,de,emodb_b10,studio,controlled,"Die wird auf dem Platz sein, wo wir sie immer hinlegen.",emodb_emotion=boredom; variation=a
08b10Nc,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/08b10Nc.wav,low,0,speaker_08,train,de,emodb_b10,studio,controlled,"Die wird auf dem Platz sein, wo wir sie immer hinlegen.",emodb_emotion=neutral; variation=c
08b10Tc,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/08b10Tc.wav,moderate,1,speaker_08,train,de,emodb_b10,studio,controlled,"Die wird auf dem Platz sein, wo wir sie immer hinlegen.",emodb_emotion=sadness; variation=c
08b10Wa,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/08b10Wa.wav,severe,3,speaker_08,train,de,emodb_b10,studio,controlled,"Die wird auf dem Platz sein, wo wir sie immer hinlegen.",emodb_emotion=anger; variation=a
09a01Ea,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/09a01Ea.wav,high,2,speaker_09,train,de,emodb_a01,studio,controlled,Der Lappen liegt auf dem Eisschrank.,emodb_emotion=disgust; variation=a
09a01Fa,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/09a01Fa.wav,moderate,1,speaker_09,train,de,emodb_a01,studio,controlled,Der Lappen liegt auf dem Eisschrank.,emodb_emotion=happiness; variation=a
09a01Nb,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/09a01Nb.wav,low,0,speaker_09,train,de,emodb_a01,studio,controlled,Der Lappen liegt auf dem Eisschrank.,emodb_emotion=neutral; variation=b
09a01Wb,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/09a01Wb.wav,severe,3,speaker_09,train,de,emodb_a01,studio,controlled,Der Lappen liegt auf dem Eisschrank.,emodb_emotion=anger; variation=b
09a02Ea,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/09a02Ea.wav,high,2,speaker_09,train,de,emodb_a02,studio,controlled,Das will sie am Mittwoch abgeben.,emodb_emotion=disgust; variation=a
09a02Eb,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/09a02Eb.wav,high,2,speaker_09,train,de,emodb_a02,studio,controlled,Das will sie am Mittwoch abgeben.,emodb_emotion=disgust; variation=b
09a02La,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/09a02La.wav,low,0,speaker_09,train,de,emodb_a02,studio,controlled,Das will sie am Mittwoch abgeben.,emodb_emotion=boredom; variation=a
09a02Wb,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/09a02Wb.wav,severe,3,speaker_09,train,de,emodb_a02,studio,controlled,Das will sie am Mittwoch abgeben.,emodb_emotion=anger; variation=b
