sample_id,audio_path,resolved_audio_path,stress_label,stress_level,speaker_id,split,language,assignment_id,recording_device,environment,transcript,notes,duration_sec,rms_mean,rms_std,rms_p90,zcr_mean,zcr_std,centroid_mean,centroid_std,bandwidth_mean,bandwidth_std,rolloff_mean,rolloff_std,flatness_mean,flatness_std,mfcc_01_mean,mfcc_02_mean,mfcc_03_mean,mfcc_04_mean,mfcc_05_mean,mfcc_06_mean,mfcc_07_mean,mfcc_08_mean,mfcc_09_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean,mfcc_01_std,mfcc_02_std,mfcc_03_std,mfcc_04_std,mfcc_05_std,mfcc_06_std,mfcc_07_std,mfcc_08_std,mfcc_09_std,mfcc_10_std,mfcc_11_std,mfcc_12_std,mfcc_13_std,mfcc_delta_01_mean,mfcc_delta_02_mean,mfcc_delta_03_mean,mfcc_delta_04_mean,mfcc_delta_05_mean,mfcc_delta_06_mean,mfcc_delta_07_mean,mfcc_delta_08_mean,mfcc_delta_09_mean,mfcc_delta_10_mean,mfcc_delta_11_mean,mfcc_delta_12_mean,mfcc_delta_13_mean,mfcc_delta_01_std,mfcc_delta_02_std,mfcc_delta_03_std,mfcc_delta_04_std,mfcc_delta_05_std,mfcc_delta_06_std,mfcc_delta_07_std,mfcc_delta_08_std,mfcc_delta_09_std,mfcc_delta_10_std,mfcc_delta_11_std,mfcc_delta_12_std,mfcc_delta_13_std,pitch_mean,pitch_std,pitch_range,pitched_frame_ratio,jitter_local,shimmer_local,pause_ratio,voiced_ratio,voiced_rms_mean,voiced_rms_std,speech_turns_per_sec,energy_drift
03-01-01-01-01-01-01,C:/Project/AI-STRESS-DETECTOR/data/public/ravdess_16k/Audio_Speech_Actors_01-24_16k/Actor_01/03-01-01-01-01-01-01.wav,C:\Project\AI-STRESS-DETECTOR\data\public\ravdess_16k\Audio_Speech_Actors_01-24_16k\Actor_01\03-01-01-01-01-01-01.wav,low,0,actor_01,train,en,ravdess_statement_01,studio,controlled,Kids are talking by the door.,ravdess_emotion=neutral; intensity=normal; repetition=01,3.3033125,0.05185674875974655,0.08574892580509186,0.17566147446632385,0.07337704016137905,0.10339376226088984,1855.9601611081612,1461.4783391816145,1533.2986098828944,902.1427817720127,3467.8048780487807,2623.8972245219998,0.3894129693508148,0.3224877119064331,-52.310035705566406,7.649978160858154,1.7314509153366089,2.3579046726226807,1.2066224813461304,0.34821563959121704,0.41210848093032837,0.029399150982499123,0.3490353226661682,1.1128300428390503,0.6043123602867126,1.0481616258621216,0.07505002617835999,39.742774963378906,7.137362480163574,2.201111078262329,2.289027690887451,1.837024211883545,1.9063018560409546,1.748021125793457,1.760684609413147,1.4375767707824707,1.2081263065338135,1.1292202472686768,1.1761181354522705,1.3668346405029297,-0.025216544046998024,-0.0014039365341886878,-0.003113612998276949,0.005348385777324438,0.0031324801966547966,-0.0020657326094806194,0.004091201815754175,0.0016522218938916922,0.0007374482811428607,0.0014818391064181924,0.0025858806911855936,0.00033586708013899624,0.001619903021492064,7.4528069496154785,1.338822841644287,0.9625519514083862,0.7412182092666626,0.7120152711868286,0.685907244682312,0.6757343411445618,0.6135156154632568,0.5614781379699707,0.543306827545166,0.5202034115791321,0.4801420569419861,0.4516882598400116,145.25136547531193,54.26322678052783,265.16007532956684,0.2073170731707317,0.22471871986442307,0.24141016602516174,0.6189024390243902,0.38109756097560976,0.13455456495285034,0.09072944521903992,0.30272642990937126,-0.008779879659414291
03-01-04-02-01-02-07,C:/Project/AI-STRESS-DETECTOR/data/public/ravdess_16k/Audio_Speech_Actors_01-24_16k/Actor_07/03-01-04-02-01-02-07.wav,C:\Project\AI-STRESS-DETECTOR\data\public\ravdess_16k\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-04-02-01-02-07.wav,high,2,actor_07,train,en,ravdess_statement_01,studio,controlled,Kids are talking by the door.,ravdess_emotion=sad; intensity=strong; repetition=02,3.8371875,0.039753690361976624,0.05647113546729088,0.11159972101449966,0.09656339802385545,0.12567984174167388,1633.743164862252,1187.445226070711,1661.61387606708,602.4810523609672,3120.942408376963,2304.758372097012,0.32910266518592834,0.24957868456840515,-40.02287673950195,9.063154220581055,1.1244033575057983,2.6941287517547607,0.8769540786743164,-0.7716755270957947,-0.02124776318669319,-0.35609516501426697,0.22683124244213104,0.5140767097473145,-0.39173057675361633,0.8414086103439331,-0.1807333528995514,24.50326156616211,6.860623359680176,2.86495304107666,2.4170496463775635,2.987574815750122,3.099271059036255,2.0857880115509033,1.9094929695129395,1.4816185235977173,1.3163769245147705,1.5653198957443237,1.3784680366516113,1.4307615756988525,0.019438374787569046,0.019713791087269783,0.0011591374641284347,-0.0008751191198825836,0.005222296807914972,0.0031106658279895782,0.014802745543420315,0.00820678099989891,0.00474043283611536,0.0021598925814032555,-0.0025882592890411615,0.0037056345026940107,0.0007404325879178941,4.5419230461120605,1.5146406888961792,0.9397000670433044,0.6338551044464111,0.7255522012710571,0.7253566980361938,0.5668044686317444,0.6112547516822815,0.5239087343215942,0.516574501991272,0.47270530462265015,0.48035845160484314,0.44772300124168396,215.25917528232827,58.55945848760817,212.69841269841268,0.4162303664921466,0.07499134526765537,0.2473704069852829,0.5418848167539267,0.4581151832460733,0.07915771752595901,0.06360012292861938,4.1697206612916355,0.01755574904382229
03-01-04-02-02-01-07,C:/Project/AI-STRESS-DETECTOR/data/public/ravdess_16k/Audio_Speech_Actors_01-24_16k/Actor_07/03-01-04-02-02-01-07.wav,C:\Project\AI-STRESS-DETECTOR\data\public\ravdess_16k\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-04-02-02-01-07.wav,high,2,actor_07,train,en,ravdess_statement_02,studio,controlled,Dogs are sitting by the door.,ravdess_emotion=sad; intensity=strong; repetition=01,3.637,0.08849571645259857,0.13257098197937012,0.23370420932769775,0.09914980822221299,0.16744177556313658,1677.6666735369338,1175.5025118478957,1764.8605846102093,518.4978530364835,3478.5635359116022,1951.5077419671343,0.3298661708831787,0.1796967089176178,-30.106460571289062,8.74429988861084,1.5759130716323853,2.05782151222229,1.130109429359436,-0.4816688895225525,-0.8953626155853271,-0.4381496012210846,-0.22774699330329895,0.3314436078071594,-0.3317568898200989,0.8886260390281677,-0.25599074363708496,19.449783325195312,6.591861248016357,2.7177202701568604,2.2589991092681885,2.675452947616577,2.990377187728882,1.9787791967391968,1.5436303615570068,1.36507248878479,1.3516463041305542,1.753636360168457,1.3441587686538696,1.6986775398254395,-0.01714685559272766,0.02687995322048664,0.021578682586550713,0.005835424643009901,-0.0027849324978888035,0.009955092333257198,0.006738607306033373,-0.0008303183712996542,0.0030978673603385687,0.005236312747001648,0.0029649233911186457,0.0007568508735857904,0.0034759233240038157,2.809013605117798,1.4431281089782715,0.8171417117118835,0.6297587156295776,0.6537986397743225,0.7082143425941467,0.6523877382278442,0.5460104942321777,0.534195601940155,0.4979553520679474,0.4661105275154114,0.4428021013736725,0.4490357041358948,223.90067930893514,63.40439404080757,240.4476418864908,0.43646408839779005,0.0847303473043211,0.2163865864276886,0.44475138121546964,0.5552486187845304,0.1565679907798767,0.14568132162094116,1.0998075336816058,0.05281192809343338
03-01-04-02-02-02-07,C:/Project/AI-STRESS-DETECTOR/data/public/ravdess_16k/Audio_Speech_Actors_01-24_16k/Actor_07/03-01-04-02-02-02-07.wav,C:\Project\AI-STRESS-DETECTOR\data\public\ravdess_16k\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-04-02-02-02-07.wav,high,2,actor_07,train,en,ravdess_statement_02,studio,controlled,Dogs are sitting by the door.,ravdess_emotion=sad; intensity=strong; repetition=02,3.8371875,0.04711148142814636,0.06786074489355087,0.13554410636425018,0.13970790851474235,0.16047197060196308,2292.4717750571235,1315.5381877871903,1865.2722905739236,601.7806868982105,4370.785340314136,2119.7621399198188,0.4474441707134247,0.26945555210113525,-38.8426399230957,8.711126327514648,1.2537800073623657,2.1482443809509277,0.6260279417037964,-1.4514415264129639,-0.6756247282028198,-0.8439192771911621,-0.5258084535598755,0.24124713242053986,-0.7077147960662842,0.3857899606227875,-0.7017260789871216,23.940746307373047,7.287807464599609,3.198378562927246,2.797785758972168,2.5891613960266113,2.8380939960479736,1.8716034889221191,1.8460144996643066,1.1677149534225464,1.1491037607192993,1.4441962242126465,0.9229399561882019,1.2058979272842407,0.09062079340219498,0.01828967034816742,0.008492724038660526,0.003611151361837983,0.0031792153604328632,-0.0022290877532213926,0.0010201294207945466,1.7364611267112195e-05,0.0013167982688173652,-0.00024391469196416438,-0.0050425766967237,-0.00445342855527997,-0.0001903819211293012,3.7217416763305664,1.4921019077301025,0.907374382019043,0.7253053188323975,0.6586095690727234,0.6704403162002563,0.5886394381523132,0.5248945355415344,0.47760966420173645,0.492861807346344,0.4717293083667755,0.4354514479637146,0.4719339907169342,187.7881655814426,50.574372504303604,231.52454780361757,0.40575916230366493,0.09439111290999425,0.20222653448581696,0.531413612565445,0.468586387434555,0.09858093410730362,0.0694558396935463,1.3030377066536363,-0.012281335890293121
03-01-05-01-01-01-07,C:/Project/AI-STRESS-DETECTOR/data/public/ravdess_16k/Audio_Speech_Actors_01-24_16k/Actor_07/03-01-05-01-01-01-07.wav,C:\Project\AI-STRESS-DETECTOR\data\public\ravdess_16k\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-05-01-01-01-07.wav,high,2,actor_07,train,en,ravdess_statement_01,studio,controlled,Kids are talking by the door.,ravdess_emotion=angry; intensity=normal; repetition=01,4.004,0.053515851497650146,0.07409026473760605,0.18218402564525604,0.08875832798075592,0.10858486516867906,1413.2723396282724,957.1220971001534,1524.3264451441887,562.8303920930919,2775.175879396985,1881.357054376272,0.2567921578884125,0.17508624494075775,-41.26120376586914,8.103960037231445,0.5025256872177124,3.1099822521209717,0.20658326148986816,0.5520897507667542,0.26422345638275146,-0.0232215765863657,1.315514087677002,1.2712841033935547,0.11602682620286942,1.405012845993042,-0.0009099299204535782,33.390869140625,5.473998069763184,3.9197499752044678,2.8626809120178223,3.4782347679138184,2.734076976776123,2.5032384395599365,2.353771448135376,1.732986569404602,1.7613601684570312,1.8417664766311646,1.2730035781860352,1.8876591920852661,0.0233539417386055,0.015676654875278473,0.00825596321374178,0.0008231323445215821,0.0020720725879073143,-0.0006298359949141741,-0.00022787394118495286,0.0004265032766852528,-0.00023250348749570549,0.003908585291355848,0.004085988737642765,0.0010345949558541179,0.00045765016693621874,4.029919147491455,1.4976201057434082,1.100669026374817,0.6691696643829346,0.7675562500953674,0.613017201423645,0.6704245805740356,0.527204692363739,0.45276549458503723,0.46453508734703064,0.4792139232158661,0.4345443844795227,0.43299347162246704,196.39896873591024,37.58077782619572,207.34908136482937,0.4045226130653266,0.055400814901197484,0.20120656490325928,0.535175879396985,0.4648241206030151,0.11101039499044418,0.07491010427474976,1.2487512487512489,0.020164716988801956
03-01-05-01-01-02-07,C:/Project/AI-STRESS-DETECTOR/data/public/ravdess_16k/Audio_Speech_Actors_01-24_16k/Actor_07/03-01-05-01-01-02-07.wav,C:\Project\AI-STRESS-DETECTOR\data\public\ravdess_16k\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-05-01-01-02-07.wav,high,2,actor_07,train,en,ravdess_statement_01,studio,controlled,Kids are talking by the door.,ravdess_emotion=angry; intensity=normal; repetition=02,3.9706875,0.06018884479999542,0.08775071799755096,0.21884703636169434,0.0807207893150598,0.1013301994590518,1399.803044345596,821.5241214422518,1654.4247626644542,411.5738996131158,2874.227848101266,1649.1817990485738,0.2617093324661255,0.15666671097278595,-40.839420318603516,8.197698593139648,-0.011410406790673733,2.592191696166992,-0.11411970853805542,-0.30971992015838623,-0.0695371925830841,-0.0638989806175232,0.9801689982414246,0.9062268137931824,0.399080365896225,1.1141802072525024,-0.09586842358112335,31.703147888183594,4.61929988861084,3.808263063430786,2.7363829612731934,3.3477659225463867,3.0161759853363037,2.032167911529541,2.1135733127593994,1.6815953254699707,1.972609043121338,2.179304599761963,1.4211711883544922,1.7372921705245972,0.03366326540708542,0.020723190158605576,0.012782372534275055,-0.003028034931048751,-0.00330947432667017,-0.0011834760662168264,-0.0019937013275921345,-0.005540360230952501,-0.008277606219053268,-0.004059456754475832,0.002157918643206358,-0.002422932768240571,0.001565560232847929,3.2986538410186768,1.5009716749191284,1.0257487297058105,0.7183480858802795,0.8039200305938721,0.7222140431404114,0.661646842956543,0.5795983076095581,0.5352702140808105,0.504195511341095,0.5048666000366211,0.49256452918052673,0.4719533920288086,252.71017653143952,39.5799466580061,224.408014571949,0.40253164556962023,0.053250240905469384,0.21810366213321686,0.5417721518987342,0.4582278481012658,0.12725579738616943,0.09207385033369064,1.2592277785647952,0.014368366450071335
03-01-05-01-02-01-07,C:/Project/AI-STRESS-DETECTOR/data/public/ravdess_16k/Audio_Speech_Actors_01-24_16k/Actor_07/03-01-05-01-02-01-07.wav,C:\Project\AI-STRESS-DETECTOR\data\public\ravdess_16k\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-05-01-02-01-07.wav,high,2,actor_07,train,en,ravdess_statement_02,studio,controlled,Dogs are sitting by the door.,ravdess_emotion=angry; intensity=normal; repetition=01,4.004,0.04868835210800171,0.07290595769882202,0.16053171455860138,0.11754260021914081,0.17086047694931705,1567.2037974110262,1383.6424273256105,1389.0222240824992,779.6914035558162,3080.100502512563,2247.3363328425767,0.2853156626224518,0.23428185284137726,-47.20523452758789,8.360917091369629,1.7106693983078003,2.6902897357940674,0.30644282698631287,0.3944266140460968,0.024333655834197998,-0.13851407170295715,0.8973749279975891,0.6729159951210022,0.2474118322134018,1.1224814653396606,-0.09314762055873871,40.04739761352539,6.824550151824951,3.100330114364624,3.016216993331909,3.022584915161133,2.0199596881866455,1.8221765756607056,1.542990803718567,1.2405834197998047,1.2980085611343384,1.1103514432907104,0.9648280739784241,1.3441404104232788,0.15746857225894928,0.013915919698774815,0.004286996088922024,0.003604359459131956,0.0023241930175572634,0.00028969175764359534,-0.005764619912952185,-0.007302533835172653,-0.010644346475601196,-0.0032638185657560825,-0.004787062294781208,-0.004631916061043739,-0.003885966958478093,3.5243327617645264,1.3605279922485352,0.7613511085510254,0.6482730507850647,0.668526291847229,0.48570114374160767,0.534268856048584,0.4960036277770996,0.4529879093170166,0.43483132123947144,0.3840438425540924,0.3835739493370056,0.3648640513420105,153.4345855216315,64.0223411805135,261.98830409356725,0.2613065326633166,0.22242069295056988,0.16418281197547913,0.5326633165829145,0.46733668341708545,0.10218413919210434,0.07735217362642288,0.7492507492507493,0.013709384948015213
03-01-05-01-02-02-07,C:/Project/AI-STRESS-DETECTOR/data/public/ravdess_16k/Audio_Speech_Actors_01-24_16k/Actor_07/03-01-05-01-02-02-07.wav,C:\Project\AI-STRESS-DETECTOR\data\public\ravdess_16k\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-05-01-02-02-07.wav,high,2,actor_07,train,en,ravdess_statement_02,studio,controlled,Dogs are sitting by the door.,ravdess_emotion=angry; intensity=normal; repetition=02,4.004,0.06737419962882996,0.09837234020233154,0.21348373591899872,0.10685633682195439,0.15278132354740426,1664.4258402382968,1344.451740738262,1434.498546513647,807.5077684191723,3172.6633165829144,2291.0480018859894,0.30973494052886963,0.25331905484199524,-46.339454650878906,7.881886005401611,1.358803629875183,2.786567211151123,-0.19315119087696075,0.1314164400100708,-0.13661906123161316,0.2575283646583557,0.9312639832496643,0.5449081063270569,0.3111649453639984,0.7000424265861511,-0.3377951979637146,41.36277389526367,6.500965118408203,3.0813591480255127,3.0255234241485596,3.2713136672973633,2.3293652534484863,2.0356245040893555,1.765115737915039,1.4606393575668335,1.5619487762451172,1.3426228761672974,1.07965886592865,1.5835918188095093,0.11864395439624786,0.0029662265442311764,-0.005601957440376282,-0.0071562835946679115,-0.006725559942424297,-0.00899286288768053,-0.004776686895638704,-0.004567572847008705,-0.006928339600563049,-0.004779675044119358,-0.0034917898010462523,-0.004320726729929447,-0.0030326317064464092,4.187423229217529,1.3803845643997192,0.921870768070221,0.6772629022598267,0.7053543329238892,0.5865631103515625,0.6189148426055908,0.5238481760025024,0.4792734980583191,0.46870651841163635,0.4007992148399353,0.4170472025871277,0.38921380043029785,171.9519494677028,43.7520097410072,213.01775147928993,0.3743718592964824,0.10225867694205033,0.18733078241348267,0.5201005025125628,0.4798994974874372,0.1384454369544983,0.10214401036500931,0.7492507492507493,0.006192505359649658
03-01-05-02-01-01-07,C:/Project/AI-STRESS-DETECTOR/data/public/ravdess_16k/Audio_Speech_Actors_01-24_16k/Actor_07/03-01-05-02-01-01-07.wav,C:\Project\AI-STRESS-DETECTOR\data\public\ravdess_16k\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-05-02-01-01-07.wav,severe,3,actor_07,train,en,ravdess_statement_01,studio,controlled,Kids are talking by the door.,ravdess_emotion=angry; intensity=strong; repetition=01,3.603625,0.028300408273935318,0.0457807220518589,0.08909455686807632,0.08584309936853306,0.09977303368996464,1347.2806766958129,919.1063051163381,1561.1905269050992,399.52474189483064,2545.8100558659216,1768.579832277611,0.26586559414863586,0.16951334476470947,-44.897186279296875,8.681034088134766,0.3962344229221344,2.973900556564331,0.6558772921562195,-0.4973835051059723,0.12009254842996597,0.28057438135147095,1.294685959815979,1.4337743520736694,0.5793098211288452,1.3967211246490479,0.06243323162198067,26.97147560119629,4.432535171508789,3.7227656841278076,2.8115036487579346,2.472548007965088,2.9248015880584717,2.078596353530884,1.7197942733764648,1.6840336322784424,1.713694453239441,1.8912123441696167,1.3922170400619507,1.473445177078247,-0.02261226810514927,-0.001511148875579238,0.01327043678611517,0.010461083613336086,0.014442662708461285,0.01713802106678486,0.016029518097639084,0.005246905609965324,-0.007771041244268417,-0.0037265329156070948,-0.0021453972440212965,-0.00886795949190855,0.0013931823195889592,2.830291509628296,1.507422685623169,0.9611126780509949,0.7203509211540222,0.6610110402107239,0.7239635586738586,0.6873446106910706,0.5341142416000366,0.5262850522994995,0.5247326493263245,0.5133103728294373,0.46702325344085693,0.46700426936149597,226.04816754899608,51.59206550434148,240.4476418864908,0.2849162011173184,0.1208630992767603,0.2301481068134308,0.6424581005586592,0.3575418994413408,0.07246829569339752,0.052815113216638565,1.6649901141211974,-0.002261890098452568
03-01-05-02-01-02-07,C:/Project/AI-STRESS-DETECTOR/data/public/ravdess_16k/Audio_Speech_Actors_01-24_16k/Actor_07/03-01-05-02-01-02-07.wav,C:\Project\AI-STRESS-DETECTOR\data\public\ravdess_16k\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-05-02-01-02-07.wav,severe,3,actor_07,train,en,ravdess_statement_01,studio,controlled,Kids are talking by the door.,ravdess_emotion=angry; intensity=strong; repetition=02,4.004,0.04232850298285484,0.0712871253490448,0.135048970580101,0.11646578758453921,0.13947243853427987,1639.683594510474,1052.0998234156052,1700.0188968802943,433.25525182959564,3084.422110552764,1976.1992206028024,0.2987489402294159,0.1843307465314865,-44.28092575073242,6.854881763458252,0.2763797342777252,3.1324198246002197,0.36898013949394226,-0.5840086936950684,0.7675658464431763,0.26706546545028687,0.9634731411933899,0.9685219526290894,0.3418775796890259,1.0810903310775757,0.07610779255628586,30.501129150390625,4.934717655181885,4.19326114654541,2.929413080215454,3.1109111309051514,3.341233491897583,2.077019691467285,2.1076173782348633,1.4340314865112305,1.4770021438598633,1.753995656967163,1.2636361122131348,1.5876325368881226,0.03800954669713974,0.010365314781665802,-0.0031374411191791296,-0.0002166074700653553,0.008455059491097927,0.0064202407374978065,0.0050283800810575485,0.0074737221002578735,0.0065913391299545765,0.003629313549026847,0.003900230163708329,-0.002836487954482436,0.002485408214852214,2.963374137878418,1.383604884147644,1.0052589178085327,0.6995984315872192,0.8483172059059143,0.7346919775009155,0.7053349018096924,0.5839012861251831,0.5373454689979553,0.5113751292228699,0.5394693613052368,0.48418036103248596,0.5162017941474915,260.78325307325184,46.10939689459202,203.17460317460316,0.3241206030150754,0.07346384265903261,0.22957874834537506,0.6407035175879396,0.3592964824120603,0.11038681864738464,0.08281569182872772,1.9980019980019983,0.00956111028790474
03-01-05-02-02-01-07,C:/Project/AI-STRESS-DETECTOR/data/public/ravdess_16k/Audio_Speech_Actors_01-24_16k/Actor_07/03-01-05-02-02-01-07.wav,C:\Project\AI-STRESS-DETECTOR\data\public\ravdess_16k\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-05-02-02-01-07.wav,severe,3,actor_07,train,en,ravdess_statement_02,studio,controlled,Dogs are sitting by the door.,ravdess_emotion=angry; intensity=strong; repetition=01,3.8371875,0.06364399194717407,0.1017986610531807,0.2090962827205658,0.15428623915810466,0.1512357005949308,2143.5275337062203,915.3569321367693,1874.2071460034933,412.8017234227947,4170.680628272251,1380.484419716584,0.39122024178504944,0.17230786383152008,-43.126197814941406,5.536427974700928,-2.014570713043213,1.3663432598114014,-1.0640875101089478,-1.2763901948928833,-0.5204133987426758,-1.3848387002944946,0.49888595938682556,0.511536180973053,-0.027919190004467964,0.689998209476471,0.28478413820266724,32.80892562866211,4.48990535736084,5.096264839172363,2.3067338466644287,3.6571943759918213,3.259894847869873,2.2973508834838867,2.2546799182891846,1.5787780284881592,1.7450296878814697,1.2838940620422363,1.4101569652557373,1.5806307792663574,-0.016695192083716393,-0.011741915717720985,0.010892012156546116,0.004662251565605402,-0.002926272340118885,-0.0008320384076796472,0.0038361293263733387,0.0021883854642510414,-0.005160003900527954,-0.00035635277163237333,-0.0002546054602134973,-0.005273147486150265,-0.0052200243808329105,2.7414605617523193,1.1355063915252686,0.9979276657104492,0.6757781505584717,0.660102367401123,0.6240196824073792,0.697931706905365,0.595969557762146,0.5168454051017761,0.5096033811569214,0.5234324336051941,0.4928569793701172,0.4709937870502472,275.9012908548766,55.44157654482705,227.55555555555554,0.387434554973822,0.061700140034593315,0.21366100013256073,0.5759162303664922,0.42408376963350786,0.14728505909442902,0.11070579290390015,1.0424301653229089,0.020300593227148056
03-01-05-02-02-02-07,C:/Project/AI-STRESS-DETECTOR/data/public/ravdess_16k/Audio_Speech_Actors_01-24_16k/Actor_07/03-01-05-02-02-02-07.wav,C:\Project\AI-STRESS-DETECTOR\data\public\ravdess_16k\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-05-02-02-02-07.wav,severe,3,actor_07,train,en,ravdess_statement_02,studio,controlled,Dogs are sitting by the door.,ravdess_emotion=angry; intensity=strong; repetition=02,4.3376875,0.05504506453871727,0.08021990954875946,0.19409626722335815,0.1453692100621925,0.17038651614879316,1769.8792825971602,1208.6849249934937,1629.6032409730212,392.4987534544982,3107.8703703703704,1986.101033817135,0.2919445335865021,0.1881457418203354,-41.82570266723633,6.877817630767822,-0.993984580039978,1.9777580499649048,-0.571386456489563,-0.9238504767417908,-0.13125048577785492,-1.0824637413024902,0.3727130889892578,0.9456911683082581,-0.23961353302001953,0.6164595484733582,0.08337496221065521,31.49530601501465,5.332508087158203,5.244715213775635,2.9225709438323975,3.6024699211120605,3.390287399291992,2.258904218673706,2.435595750808716,1.9664050340652466,1.923034906387329,1.988152027130127,1.4841821193695068,1.3904613256454468,0.008538802154362202,0.006839535664767027,0.004774683155119419,0.003399639157578349,0.00741542549803853,0.012068350799381733,0.009340811520814896,0.007142809685319662,-0.0016707248287275434,-0.006604796275496483,-0.002338928170502186,-0.0034701575059443712,-0.000401308701839298,2.9393234252929688,1.3317924737930298,1.1223070621490479,0.7160837054252625,0.7253825068473816,0.6957089304924011,0.6811999678611755,0.5745574831962585,0.5700300931930542,0.5646575093269348,0.47695353627204895,0.49492233991622925,0.4874940812587738,274.7215090685864,46.433954485103904,201.7094017094017,0.39814814814814814,0.07009936550349642,0.18098045885562897,0.5717592592592593,0.42824074074074076,0.1243865117430687,0.0811355710029602,1.6137630938143883,-0.0074107348918914795
03-01-06-01-01-01-07,C:/Project/AI-STRESS-DETECTOR/data/public/ravdess_16k/Audio_Speech_Actors_01-24_16k/Actor_07/03-01-06-01-01-01-07.wav,C:\Project\AI-STRESS-DETECTOR\data\public\ravdess_16k\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-06-01-01-01-07.wav,high,2,actor_07,train,en,ravdess_statement_01,studio,controlled,Kids are talking by the door.,ravdess_emotion=fearful; intensity=normal; repetition=01,3.4368125,0.074319027364254,0.09921451658010483,0.24862894415855408,0.06410030925266383,0.08994395564836398,1489.4480553296028,822.1551604339079,1788.7493796585654,497.47188663812585,3299.6491228070176,1753.51739902918,0.3173427879810333,0.18043944239616394,-32.08118438720703,8.736652374267578,1.4048941135406494,2.7412376403808594,0.49872708320617676,-0.1546645611524582,-0.577414333820343,-0.19176824390888214,0.9704141616821289,1.1198863983154297,0.26320910453796387,0.8331804871559143,0.1974543035030365,21.271764755249023,5.770694255828857,2.6452927589416504,2.2097315788269043,2.783057928085327,2.3524065017700195,1.9767460823059082,1.876804232597351,1.6616406440734863,1.6205723285675049,1.7719831466674805,1.4820332527160645,1.6491018533706665,0.0017034965567290783,-0.002899670507758856,0.0011907139560207725,-0.0012055897386744618,0.0010722419247031212,0.011859779246151447,0.004165954887866974,-0.0110654691234231,-0.014104452915489674,-0.007276421878486872,-0.01162156742066145,-0.010652194730937481,-0.002585425041615963,3.467102527618408,1.5394092798233032,0.9585990309715271,0.7543993592262268,0.7710595726966858,0.667482852935791,0.6390435099601746,0.5294182896614075,0.5610876083374023,0.47451984882354736,0.4842311143875122,0.4668005704879761,0.4540032744407654,201.61731258594955,46.84403983355467,197.13971397139713,0.4327485380116959,0.0527171883517925,0.21802513301372528,0.5175438596491229,0.4824561403508772,0.14845530688762665,0.09883984923362732,0.8729018530978924,0.02137833833694458
03-01-06-01-01-02-07,C:/Project/AI-STRESS-DETECTOR/data/public/ravdess_16k/Audio_Speech_Actors_01-24_16k/Actor_07/03-01-06-01-01-02-07.wav,C:\Project\AI-STRESS-DETECTOR\data\public\ravdess_16k\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-06-01-01-02-07.wav,high,2,actor_07,train,en,ravdess_statement_01,studio,controlled,Kids are talking by the door.,ravdess_emotion=fearful; intensity=normal; repetition=02,3.5035,0.07290083914995193,0.10682626813650131,0.2616952061653137,0.098867859303431,0.10003055282904165,2035.6663120557305,1008.3802820223435,1858.0793774651675,517.2048843208038,4095.5172413793102,1888.9206664615358,0.43920472264289856,0.24949677288532257,-34.106689453125,7.845048427581787,0.0751926377415657,1.7696372270584106,-0.08740954101085663,-1.1747336387634277,-1.126172423362732,-0.8064050078392029,0.26322507858276367,0.23973777890205383,-0.4156779944896698,0.28369179368019104,-0.8977575302124023,23.253568649291992,6.373708724975586,2.8823509216308594,2.5982131958007812,2.6854748725891113,2.56380558013916,1.962550401687622,1.8659121990203857,1.343159794807434,1.4395244121551514,1.4885222911834717,1.174900770187378,1.709350347518921,0.029179716482758522,0.005799543112516403,0.0033569501247256994,-0.003573118941858411,-0.005916223395615816,-0.0005867200088687241,-0.0010921036591753364,0.0028047082014381886,0.004466197919100523,0.00043802973232232034,-0.001039446098729968,0.006306506227701902,-3.516811193549074e-05,4.137689590454102,1.3750920295715332,0.8499578833580017,0.6728999018669128,0.7236863970756531,0.6900195479393005,0.5494095087051392,0.5604123473167419,0.5187914967536926,0.4808005392551422,0.4367932081222534,0.46802639961242676,0.43436262011528015,200.0595129879376,20.844309154502973,98.62844814301127,0.3879310344827586,0.024898855966755618,0.23193863034248352,0.5747126436781609,0.42528735632183906,0.16763311624526978,0.10581342875957489,0.8562865705722849,0.028453368693590164
